0,-1,41.7402,17.6471,37.6471,65.8824,41.1765,44.634,21.3371,45.5192,81.7923,43.3855,47.5904,27.4615,46.8855,75.6865,34.8292,44.3669,24.6856,44.7136,60.5496,46.5766,43.1968,20.2643,38.7665,60.3524,42.2907,44.6201,21.0896,42.1793,65.0264,39.9824,50.6614,34.4371,64.9007,72.8477,52.9801,46.5217,21.7707,46.4441,66.7634,53.701,EPI_ISL_12177629,Avian,H5N1,2022.258,Europe,A/black-backed_gull/Netherlands/22006711-001/2022,G2
0,-1,41.9165,18.8235,38.8235,64.7059,41.7647,45.1315,21.3371,45.5192,82.5036,43.3855,47.7912,26.7917,44.8761,77.0261,35.499,44.2272,23.7541,44.7136,60.5496,46.5766,43.417,19.8238,39.207,60.3524,43.1718,44.5323,20.2109,42.1793,65.4657,39.5431,50.5291,33.1126,64.9007,72.8477,51.6556,46.6667,24.6734,47.8955,65.312,53.701,EPI_ISL_12474793,Avian,H5N1,2022.29,Europe,A/barnacle_goose/Netherlands/22007405-004/2022,G2
0,-1,41.7402,17.6471,38.2353,65.2941,41.1765,44.705,19.9147,45.5192,81.0811,43.3855,47.5904,26.1219,46.2157,75.0167,35.499,44.2737,23.7541,44.7136,61.4811,46.5766,43.2849,19.8238,38.7665,60.3524,43.1718,44.6201,20.2109,42.1793,65.0264,40.4218,50.7937,34.4371,64.9007,72.8477,52.9801,46.6667,24.6734,46.4441,65.312,53.701,EPI_ISL_12474794,Avian,H5N1,2022.274,Europe,A/greylag_goose_/Netherlands/22006859-001/2022,G2
0,-1,41.505,17.0588,38.2353,64.7059,40.5882,44.7368,21.3675,44.8718,82.6211,43.4473,47.5904,26.7917,46.2157,75.6865,35.499,44.2737,24.2198,44.7136,59.6181,46.1109,43.2409,19.8238,38.7665,59.4714,42.7313,44.3956,20.2465,41.8134,63.8204,39.6127,50.7937,34.4371,64.9007,72.8477,52.9801,47.1014,24.6734,49.3469,68.2148,53.701,EPI_ISL_12512879,Avian,H5N1,2022.26,Europe,A/Black-headed_gull/Netherlands/2/2022,G2
0,-1,41.7989,18.2353,37.0588,64.7059,41.7647,44.5946,19.943,45.584,82.6211,43.4473,47.6573,26.7917,46.2157,75.6865,35.499,44.1341,25.1514,44.2478,59.6181,45.6451,43.5491,21.1454,38.7665,60.793,43.6123,44.464,19.7889,42.2164,64.6438,39.1381,50.9259,34.4371,64.9007,71.5232,55.6291,46.8116,26.1248,47.8955,65.312,53.701,EPI_ISL_12514425,Avian,H5N1,2022.282,Europe,A/Black-headed_gull/Netherlands/3/2022,G2
0,-1,41.6814,18.2353,38.8235,64.1176,41.7647,44.808,21.3675,46.2963,82.6211,42.735,47.5904,26.7917,46.2157,75.6865,35.499,44.2737,23.2883,44.2478,61.0154,47.0424,43.1528,19.8238,38.7665,60.3524,42.7313,44.3956,19.3662,42.2535,64.7007,39.1725,50.7937,34.4371,64.9007,72.8477,52.9801,46.2319,23.2221,46.4441,60.9579,53.701,EPI_ISL_12514442,Avian,H5N1,2022.282,Europe,A/Black-headed_gull/Netherlands/4/2022,G2
0,-1,41.8577,17.6471,39.4118,64.7059,41.7647,44.7368,19.943,45.584,81.1966,43.4473,47.5904,26.1219,46.2157,75.0167,35.499,44.1341,23.2883,43.782,60.5496,46.5766,43.1088,19.3833,37.8855,59.9119,42.7313,44.5275,20.2465,42.2535,64.2606,39.6127,50.7937,34.4371,64.9007,72.8477,52.9801,46.6667,24.6734,46.4441,65.312,53.701,EPI_ISL_12514483,Avian,H5N1,2022.282,Europe,A/Caspian_Gull/Netherlands/3/2022,G2
0,-1,41.7989,18.2353,38.2353,64.7059,41.7647,45.0604,21.3371,45.5192,82.5036,43.3855,47.5904,26.7917,44.8761,75.0167,35.499,44.2737,23.7541,45.1793,60.5496,46.5766,43.417,19.8238,39.207,60.3524,43.1718,44.5275,20.6866,42.2535,64.7007,39.6127,50.7937,34.4371,64.9007,72.8477,52.9801,46.6667,24.6734,47.8955,65.312,53.701,EPI_ISL_12514532,Avian,H5N1,2022.274,Europe,A/Common_raven/Netherlands/1/2022,G2
0,-1,41.7647,18.2568,38.2803,64.1932,41.8139,44.7761,21.3371,45.5192,82.5036,43.3855,47.6573,26.7917,46.2157,75.6865,35.499,44.2737,24.2198,44.7136,60.0838,46.5766,43.373,19.8238,38.7665,60.3524,42.7313,44.5323,20.2109,42.1793,64.587,39.5431,50.7937,34.4371,64.9007,72.8477,52.9801,46.8116,24.6734,47.8955,65.312,53.701,EPI_ISL_12514573,Avian,H5N1,2022.279,Europe,A/Song_Thrush/Netherlands/1/2022,G2
0,-1,41.7402,18.2353,38.8235,64.1176,42.3529,44.7761,21.3371,46.2304,82.5036,43.3855,47.5904,26.1219,46.2157,77.0261,35.499,44.1806,23.2883,44.2478,60.0838,47.0424,43.1968,19.8238,38.7665,59.9119,42.7313,44.42,19.3492,41.7766,64.6438,39.5778,50.6614,34.4371,64.9007,72.8477,52.9801,46.2319,24.6734,47.8955,60.9579,53.701,EPI_ISL_12514622,Avian,H5N1,2022.282,Europe,A/Common_raven/Netherlands/2/2022,G2
