EPI_ISL_8092|Equine|H3N8|1963|NorthAmerica|,1963,-420.4,42.4778761061947,1695,1695,43.8938053097345,41.7699115044248
EPI_ISL_22611|Equine|H3N8|1979|Europe|,1979,-423.2,42.7728613569322,1695,1695,44.070796460177,42.1238938053097
EPI_ISL_21282|Equine|H3N8|1963|SouthAmerica|,1963,-423,42.2418879056047,1695,1695,43.3628318584071,41.6814159292035
EPI_ISL_19681|Equine|H3N8|1969|SouthAmerica|,1969,-420.8,41.5929203539823,1695,1695,41.4159292035398,41.6814159292035
EPI_ISL_19670|Equine|H3N8|1963|SouthAmerica|,1963,-419.9,41.5339233038348,1695,1695,41.5929203539823,41.5044247787611
EPI_ISL_20808|Equine|H3N8|1972|Africa|,1972,-414.4,41.3569321533923,1695,1695,41.4159292035398,41.3274336283186
EPI_ISL_25008|Equine|H3N8|1971|Asia|,1971,-405.9,41.5929203539823,1695,1695,41.7699115044248,41.5044247787611
EPI_ISL_8102|Equine|H3N8|1983|NorthAmerica|,1983,-427.2,41.8289085545723,1695,1695,43.1858407079646,41.1504424778761
EPI_ISL_8087|Equine|H3N8|1978|NorthAmerica|,1978,-429.1,41.5339233038348,1695,1695,42.3008849557522,41.1504424778761
EPI_ISL_19679|Equine|H3N8|1979|Europe|,1979,-428.6,41.4749262536873,1695,1695,42.1238938053097,41.1504424778761
EPI_ISL_22612|Equine|H3N8|1967|Europe|,1967,-428.6,41.4749262536873,1695,1695,42.1238938053097,41.1504424778761
EPI_ISL_19680|Equine|H3N8|1980|Europe|,1980,-425.7,41.5339233038348,1695,1695,42.1238938053097,41.2389380530973
EPI_ISL_19682|Equine|H3N8|1979|Europe|,1979,-427.4,41.4749262536873,1695,1695,42.1238938053097,41.1504424778761
EPI_ISL_69898|Equine|H3N8|1978||,1978,-428.7,41.4159292035398,1695,1695,42.1238938053097,41.0619469026549
EPI_ISL_20807|Equine|H3N8|1980|NorthAmerica|,1980,-428.4,41.4159292035398,1695,1695,41.9469026548673,41.1504424778761
EPI_ISL_8088|Equine|H3N8|1980|NorthAmerica|,1980,-426.1,41.3569321533923,1695,1695,41.9469026548673,41.0619469026549
EPI_ISL_8089|Equine|H3N8|1980|NorthAmerica|,1980,-421.2,41.1799410029499,1695,1695,41.0619469026549,41.2389380530973
EPI_ISL_8090|Equine|H3N8|1981|NorthAmerica|,1981,-421.8,41.1209439528024,1695,1695,41.0619469026549,41.1504424778761
EPI_ISL_15342|Equine|H3N8|1981|NorthAmerica|,1981,-421.8,41.1209439528024,1695,1695,41.0619469026549,41.1504424778761
EPI_ISL_68957|Equine|H3N8|1981|NorthAmerica|,1981,-422,41.1799410029499,1695,1695,41.2389380530973,41.1504424778761
EPI_ISL_8101|Equine|H3N8|1982|NorthAmerica|,1982,-423.2,41.0029498525074,1695,1695,40.8849557522124,41.0619469026549
EPI_ISL_15343|Equine|H3N8|1982|NorthAmerica|,1982,-423.2,41.0029498525074,1695,1695,40.8849557522124,41.0619469026549
EPI_ISL_19672|Equine|H3N8|1985|NorthAmerica|,1985,-416.1,40.7079646017699,1695,1695,40.353982300885,40.8849557522124
EPI_ISL_19671|Equine|H3N8|1985|SouthAmerica|,1985,-410.3,40.353982300885,1695,1695,39.8230088495575,40.6194690265487
EPI_ISL_19677|Equine|H3N8|1991|Europe|,1991,-399.3,40.1769911504425,1695,1695,38.9380530973451,40.7964601769912
EPI_ISL_19676|Equine|H3N8|1993|Europe|,1993,-394.8,40.117994100295,1695,1695,39.1150442477876,40.6194690265487
EPI_ISL_19674|Equine|H3N8|1992|Europe|,1992,-401.6,40.2949852507375,1695,1695,39.4690265486726,40.7079646017699
EPI_ISL_19675|Equine|H3N8|1992|Europe|,1992,-402.1,40.4719764011799,1695,1695,39.4690265486726,40.9734513274336
EPI_ISL_19683|Equine|H3N8|1989|Europe|,1989,-401.5,40.4129793510324,1695,1695,39.4690265486726,40.8849557522124
EPI_ISL_19884|Equine|H3N8|1989|Europe|,1989,-402,40.4719764011799,1695,1695,39.646017699115,40.8849557522124
EPI_ISL_177468|Equine|H3N8|2011.833|Europe|,2011.833,-399.7,40.4129793510324,1695,1695,39.646017699115,40.7964601769912
EPI_ISL_19678|Equine|H3N8|1991|Europe|,1991,-404.2,40.4129793510324,1695,1695,39.4690265486726,40.8849557522124
EPI_ISL_19673|Equine|H3N8|1991|Europe|,1991,-401.5,40.2949852507375,1695,1695,39.4690265486726,40.7079646017699
EPI_ISL_15352|Equine|H3N8|1991|NorthAmerica|,1991,-410.1,40.7079646017699,1695,1695,40.7079646017699,40.7079646017699
EPI_ISL_15349|Equine|H3N8|1991|NorthAmerica|,1991,-406.6,40.4719764011799,1695,1695,40.353982300885,40.5309734513274
EPI_ISL_6623|Equine|H3N8|1991|NorthAmerica|,1991,-401.1,40.353982300885,1695,1695,40.353982300885,40.353982300885
EPI_ISL_4663|Equine|H3N8|2002|NorthAmerica|,2002,-404.7,40.353982300885,1695,1695,40.1769911504425,40.4424778761062
EPI_ISL_413013|Equine|H3N8|2007.581|Europe|,2007.581,-395.1,39.2710170487948,1701,1701,38.0952380952381,39.8589065255732
EPI_ISL_151841|Equine|H3N8|2013.534|Europe|,2013.534,-395.1,39.0358612580835,1701,1701,38.2716049382716,39.4179894179894
EPI_ISL_240663|Equine|H3N8|2015.762|Europe|,2015.762,-398.4,39.1534391534392,1701,1701,38.6243386243386,39.4179894179894
EPI_ISL_197753|Equine|H3N8|2014.847|Europe|,2014.847,-397.9,39.1534391534392,1701,1701,38.6243386243386,39.4179894179894
EPI_ISL_240662|Equine|H3N8|2015.838|Europe|,2015.838,-391.7,39.0358612580835,1701,1701,38.4479717813051,39.3298059964727
EPI_ISL_257682|Equine|H3N8|2014|Europe|,2014,-369.9,39.320987654321,1620,1620,37.962962962963,40
EPI_ISL_257679|Equine|H3N8|2011|Europe|,2011,-385,39.5151515151515,1650,1650,38.3636363636364,40.0909090909091
