-1 1:42.4674 2:16.0237 3:40.9496 4:67.0623 5:35.6083 6:41.9149 7:9.2264 8:41.8737 9:71.6820 10:35.4862 11:47.2278 12:22.0588 13:47.4599 14:77.5401 15:40.7754 16:44.3515 17:26.9767 18:44.1860 19:59.0698 20:47.9070 21:43.8874 22:20.6775 23:40.9151 24:62.0326 25:43.1148 26:43.2895 27:20.6231 28:43.4401 29:59.2365 30:39.4910 31:49.2872 32:32.6198 33:62.1814 34:72.3751 35:47.9103 36:42.4821 37:22.7001 38:46.5950 39:58.5424 40:31.0633
-1 1:41.9941 2:17.6056 3:40.4930 4:66.9014 5:33.4507 6:44.3285 7:19.4986 8:46.6574 9:75.9053 10:43.1755 11:46.6580 12:24.0260 13:43.5065 14:70.1299 15:40.2597 16:44.1429 17:23.0769 18:47.9638 19:61.5385 20:47.0588 21:42.9310 22:19.4049 23:38.8098 24:60.3708 25:42.6908 26:44.6167 27:21.1116 28:46.1008 29:69.7975 30:37.4838 31:48.3582 32:32.8685 33:59.7610 34:70.7171 35:38.8446 36:43.9306 37:24.3056 38:46.2963 39:56.7130 40:34.7222
-1 1:43.2386 2:14.7811 3:39.2268 4:69.3576 5:38.6583 6:43.7842 7:17.0882 8:33.4928 9:71.7703 10:48.5304 11:47.1001 12:24.2347 13:44.0051 14:70.7908 15:35.0765 16:44.2831 17:27.6895 18:47.6623 19:63.0958 20:47.2084 21:43.9446 22:18.6067 23:41.1077 24:62.7434 25:45.4349 26:44.7660 27:23.8399 28:44.2742 29:66.4112 30:42.1456 31:48.7206 32:32.7869 33:63.5246 34:70.6967 35:43.0328 36:44.6429 37:26.2217 38:51.2515 39:53.6353 40:34.5650
-1 1:43.1257 2:15.2851 3:38.8007 4:71.1346 5:31.1581 6:44.4591 7:18.4818 8:37.6238 9:74.5875 10:46.2046 11:47.0701 12:22.9446 13:43.9771 14:69.4710 15:38.2409 16:44.3285 17:28.1434 18:47.2084 19:62.6419 20:47.2084 21:44.0052 22:18.6875 23:41.2864 24:62.1469 25:45.6323 26:44.9200 27:24.2215 28:44.1176 29:67.9066 30:41.5225 31:48.7829 32:33.1384 33:62.3782 34:71.1501 35:39.9610 36:43.8657 37:26.6512 38:47.5087 39:54.4612 40:37.0800
-1 1:41.8149 2:14.2433 3:38.5757 4:64.6884 5:29.6736 6:41.9492 7:15.5477 8:36.0424 9:66.4311 10:43.8163 11:46.4930 12:23.3957 13:48.1283 14:66.8449 15:38.1016 16:44.7393 17:25.6530 18:46.1754 19:59.7015 20:48.5075 21:43.5222 22:18.8928 23:38.6643 24:55.3603 25:44.3761 26:44.8881 27:22.3979 28:44.3566 29:67.6329 30:40.8432 31:49.5927 32:32.6198 33:63.2008 34:74.4139 35:46.8909 36:44.8687 37:27.4791 38:47.7897 39:57.3477 40:35.8423
-1 1:41.8149 2:14.2433 3:38.5757 4:64.6884 5:29.6736 6:42.0198 7:16.2544 8:36.0424 9:66.4311 10:43.8163 11:46.4930 12:23.3957 13:48.1283 14:66.8449 15:38.1016 16:44.7234 17:25.5814 18:46.0465 19:60.0000 20:48.3721 21:43.5222 22:18.8928 23:38.6643 24:55.3603 25:44.3761 26:44.8684 27:22.3782 28:44.3177 29:67.5735 30:40.8074 31:49.6945 32:32.6198 33:63.2008 34:74.4139 35:46.8909 36:44.9881 37:27.4791 38:47.7897 39:57.3477 40:35.8423
-1 1:41.7804 2:14.2602 3:38.6215 4:64.7653 5:29.7089 6:42.0198 7:16.2544 8:36.0424 9:66.4311 10:43.8163 11:46.4930 12:23.3957 13:48.1283 14:66.8449 15:38.1016 16:44.7650 17:25.6291 18:46.1323 19:59.6459 20:48.4623 21:43.4783 22:18.8928 23:38.6643 24:55.3603 25:44.3761 26:44.8684 27:22.3782 28:44.3177 29:67.5735 30:40.8074 31:49.6945 32:32.6198 33:63.2008 34:74.4139 35:46.8909 36:44.9881 37:27.4791 38:47.7897 39:57.3477 40:35.8423
-1 1:42.0070 2:15.7618 3:39.1127 4:61.8797 5:30.9399 6:45.6061 7:21.9864 8:38.6657 9:83.3965 10:45.4890 11:46.9152 12:25.7235 13:45.0161 14:71.3826 15:41.8006 16:44.3889 17:25.0000 18:45.4545 19:61.8182 20:47.7273 21:43.6074 22:18.0879 23:41.3437 24:59.4315 25:43.0663 26:44.8734 27:24.8927 28:43.7768 29:70.8155 30:40.3433 31:48.3712 32:32.6087 33:61.2648 34:72.1344 35:40.5138 36:44.4064 37:21.7143 38:49.1429 39:58.2857 40:37.7143
-1 1:41.9260 2:15.8637 3:38.7779 4:61.1046 5:30.5523 6:44.6690 7:22.3152 8:36.9596 9:79.4979 10:43.9331 11:46.8831 12:25.9909 13:44.8343 14:70.8252 15:40.9357 16:44.3636 17:25.0114 18:45.4752 19:61.8463 20:47.7490 21:43.5665 22:18.1425 23:40.1728 24:59.1793 25:43.1965 26:44.7755 27:24.6220 28:43.1965 29:70.8423 30:40.1728 31:48.2036 32:32.9670 33:60.9391 34:71.9281 35:39.9600 36:44.1483 37:22.0418 38:48.7239 39:56.8445 40:35.9629
-1 1:42.5101 2:17.9398 3:40.5093 4:61.9213 5:32.4074 6:42.6230 7:17.7717 8:40.3281 9:62.2010 10:43.7457 11:47.0288 12:28.1330 13:45.3964 14:68.4143 15:42.1995 16:44.0215 17:24.6416 18:46.5950 19:58.2437 20:48.3871 21:43.9129 22:18.8034 23:41.8803 24:60.2564 25:43.1624 26:44.9381 27:23.0769 28:43.5897 29:68.8034 30:38.0342 31:48.9776 32:33.1384 33:61.4035 34:75.0487 35:45.8090 36:44.2697 37:25.8718 38:48.3690 39:55.1181 40:35.9955
-1 1:42.6505 2:17.9502 3:40.5327 4:63.1152 5:32.4262 6:44.5355 7:20.5058 8:47.8469 9:78.6056 10:41.6951 11:46.9010 12:28.1330 13:45.3964 14:68.4143 15:41.5601 16:44.2454 17:26.8817 18:47.0430 19:58.6918 20:48.3871 21:43.6993 22:20.5128 23:40.1709 24:60.2564 25:44.0171 26:44.7245 27:25.6410 28:43.5897 29:67.5214 30:38.8889 31:48.8802 32:32.1637 33:60.4288 34:75.0487 35:45.8090 36:44.1573 37:26.9966 38:49.4938 39:55.1181 40:35.9955
