GeneId	GCContent
N1	44.7050461975835
N1	44.2786069651741
N1	44.2075337597726
N1	44.136460554371
N1	44.0653873489694
N1	44.0653873489694
N1	44.9893390191898
N1	44.9893390191898
N1	45.1314854299929
N1	44.6339729921819
N1	44.6339729921819
N1	44.136460554371
N1	45.7000710732054
N1	45.4868514570007
N1	45.4157782515991
N1	45.4157782515991
N1	45.4157782515991
N1	45.4157782515991
N1	45.4868514570007
N1	45.4157782515991
N1	45.4157782515991
N1	45.4868514570007
N1	45.273631840796
N1	44.4918265813788
N1	45.4868514570007
N1	44.8471926083866
N1	44.7761194029851
N1	44.7761194029851
N1	44.7761194029851
N1	44.7050461975835
N1	44.9182658137882
N1	45.3420669577875
N1	44.9893390191898
N1	45.2025586353945
N1	45.2025586353945
N1	45.273631840796
N1	44.8471926083866
N1	44.7761194029851
N1	43.4968017057569
N1	42.999289267946
N1	43.6915887850467
N1	43.7810945273632
N1	43.9943141435679
N1	44.0653873489694
N1	44.136460554371
N1	44.2075337597726
N1	44.0653873489694
N1	44.0653873489694
N1	44.2786069651741
N1	44.2786069651741
N1	44.2786069651741
N1	44.4918265813788
N1	44.2786069651741
N1	44.136460554371
N1	44.2075337597726
N1	43.9232409381663
N1	44.2075337597726
N1	44.0653873489694
N1	44.136460554371
N1	44.136460554371
N1	43.8521677327647
N1	44.4207533759773
N1	44.4207533759773
N1	44.3496801705757
N1	43.7810945273632
N1	44.2786069651741
N1	44.2786069651741
N1	44.136460554371
N1	44.136460554371
N1	44.0653873489694
N1	43.8521677327647
N1	44.0653873489694
N1	43.9232409381663
N1	44.0653873489694
N1	44.0653873489694
N1	43.8521677327647
N1	44.2075337597726
N1	44.2075337597726
N1	44.4683908045977
N1	44.136460554371
N1	43.4968017057569
N1	44.2075337597726
N1	43.9943141435679
N1	44.136460554371
N1	43.9232409381663
N1	44.136460554371
N1	43.9943141435679
N1	43.9943141435679
N1	43.9943141435679
N1	44.0653873489694
N1	44.0653873489694
N1	43.9943141435679
N1	44.0653873489694
N1	44.2075337597726
N1	44.136460554371
N1	44.2075337597726
N1	44.0653873489694
N1	43.9232409381663
N1	44.2075337597726
N1	44.2075337597726
N1	44.2075337597726
N1	44.2075337597726
N1	44.2075337597726
N1	44.2075337597726
N1	44.136460554371
N1	44.2075337597726
N1	44.136460554371
N1	44.136460554371
N1	44.136460554371
N1	44.136460554371
N1	44.136460554371
N1	44.136460554371
N1	44.136460554371
N1	44.136460554371
N1	44.136460554371
N1	44.136460554371
N1	44.2075337597726
N1	44.0653873489694
N1	44.0653873489694
N1	44.0653873489694
N1	44.0653873489694
N1	44.136460554371
N1	43.4968017057569
N1	43.9943141435679
N1	44.0653873489694
N1	43.9943141435679
N1	43.9943141435679
N1	44.136460554371
N1	44.2786069651741
N1	43.9943141435679
N1	43.9943141435679
N1	43.7100213219616
N1	44.0653873489694
N1	44.136460554371
N1	44.2075337597726
N1	44.2786069651741
N1	44.2786069651741
N1	44.2786069651741
N1	43.7100213219616
N1	43.7100213219616
N1	43.9232409381663
N1	43.7810945273632
N1	43.4968017057569
N1	43.7810945273632
N1	43.7810945273632
N1	43.7810945273632
N1	43.7100213219616
N1	44.3496801705757
N1	44.136460554371
N1	44.136460554371
N1	43.9943141435679
N1	44.136460554371
N1	44.5628997867804
N1	44.4918265813788
N1	44.5628997867804
N1	43.8521677327647
N1	43.9232409381663
N1	44.1964285714286
N1	43.9232409381663
N1	44.5190156599553
N1	44.5190156599553
N1	44.5190156599553
N1	44.3496801705757
N1	44.3496801705757
N1	44.3496801705757
N1	44.3496801705757
N1	44.2786069651741
N1	44.3496801705757
N1	44.7050461975835
N1	44.9182658137882
N1	44.8471926083866
N1	44.8471926083866
N1	44.8471926083866
N1	44.7761194029851
N1	44.7761194029851
N1	44.7761194029851
N1	44.8471926083866
N1	44.7050461975835
N1	44.7761194029851
N1	44.7050461975835
N1	44.7050461975835
N1	44.8471926083866
N1	44.7761194029851
N1	44.7761194029851
N1	44.8471926083866
N1	44.5628997867804
N1	44.4918265813788
N1	44.5628997867804
N1	44.5628997867804
N1	44.6339729921819
N1	44.7761194029851
N1	44.7761194029851
N1	44.7761194029851
N1	44.7761194029851
N1	44.7761194029851
N1	44.7761194029851
N1	44.7761194029851
N1	44.7050461975835
N1	44.7050461975835
N1	44.7050461975835
N1	44.6339729921819
N1	44.6339729921819
N1	44.6339729921819
N1	44.7761194029851
N1	44.6339729921819
N1	44.7761194029851
N1	44.7761194029851
N1	44.4207533759773
N1	44.8471926083866
N1	44.8471926083866
N1	44.7050461975835
N1	44.6339729921819
N1	44.6339729921819
N1	44.6339729921819
N1	44.6339729921819
N1	44.6339729921819
N1	44.6339729921819
N1	44.6339729921819
N1	44.6339729921819
N1	44.6339729921819
N1	44.7050461975835
N1	44.6339729921819
N1	44.6339729921819
N1	44.6339729921819
N1	44.6339729921819
N1	44.5628997867804
N1	44.6339729921819
N1	44.5628997867804
N1	44.5628997867804
N1	44.5628997867804
N1	44.5628997867804
N1	44.5628997867804
N1	44.5628997867804
N1	44.5628997867804
N1	44.2075337597726
N1	44.4918265813788
N1	44.4918265813788
N1	44.4918265813788
N1	44.4918265813788
N1	44.9182658137882
N1	44.4207533759773
N1	44.3496801705757
N1	44.3496801705757
N1	44.3496801705757
N1	44.3496801705757
N1	44.3496801705757
N1	44.4207533759773
N1	44.5628997867804
N1	44.7761194029851
N1	44.5628997867804
N1	44.4918265813788
N1	44.6339729921819
N1	44.4918265813788
N1	44.4918265813788
N1	44.6339729921819
N1	44.6339729921819
N1	44.4918265813788
N1	44.4918265813788
N1	44.4918265813788
N1	44.4207533759773
N1	44.3496801705757
N1	44.3496801705757
N1	44.4207533759773
N1	44.4207533759773
N1	44.4918265813788
N1	44.5628997867804
N1	44.4918265813788
N1	44.4207533759773
N1	44.4207533759773
N1	44.2786069651741
N1	44.4918265813788
N1	44.4918265813788
N1	44.4207533759773
N1	44.4207533759773
N1	44.4918265813788
N1	44.6339729921819
N1	44.6339729921819
N1	44.6339729921819
N1	44.5628997867804
N1	44.5628997867804
N1	44.5628997867804
N1	44.5628997867804
N1	44.5628997867804
N1	44.4918265813788
N1	44.6339729921819
N1	44.5628997867804
N1	44.5628997867804
N1	44.5628997867804
N1	44.6339729921819
N1	44.4918265813788
N1	44.4918265813788
N1	44.4918265813788
N1	44.4918265813788
N1	44.4918265813788
N1	44.4207533759773
N1	44.4207533759773
N1	44.7050461975835
N1	44.6339729921819
N1	44.7761194029851
N1	44.7050461975835
N1	44.6339729921819
N1	44.6339729921819
N1	44.5628997867804
N1	44.5628997867804
N1	44.4918265813788
N1	44.4918265813788
N1	44.2786069651741
N1	44.0653873489694
N1	44.0653873489694
N1	44.2075337597726
N1	44.2075337597726
N1	44.2075337597726
N1	44.6339729921819
N1	44.6339729921819
N1	44.6339729921819
N1	44.6339729921819
N1	44.6339729921819
N1	44.6339729921819
N1	44.6339729921819
N1	44.6339729921819
N1	44.6339729921819
N1	44.6339729921819
N1	44.6339729921819
N1	44.6339729921819
N1	44.6339729921819
N1	44.6339729921819
N1	44.6339729921819
N1	44.7050461975835
N1	44.6339729921819
N1	44.7050461975835
N1	44.6339729921819
N1	44.4918265813788
N1	44.4207533759773
N1	44.3496801705757
N1	44.4207533759773
N1	44.4207533759773
N1	44.5628997867804
N1	44.5628997867804
N1	44.4207533759773
N1	44.4918265813788
N1	44.4918265813788
N1	44.4918265813788
N1	44.4918265813788
N1	44.4918265813788
N1	44.4918265813788
N1	44.4207533759773
N1	44.4207533759773
N1	44.4207533759773
N1	44.4207533759773
N1	44.4207533759773
N1	44.4207533759773
N1	44.4207533759773
N1	44.4207533759773
N1	44.4207533759773
N1	44.4207533759773
N1	44.4918265813788
N1	44.4918265813788
N1	44.4918265813788
N1	44.4918265813788
N1	44.4918265813788
N1	44.4918265813788
N1	44.5628997867804
N1	44.5628997867804
N1	44.5628997867804
N1	44.5628997867804
N1	44.5628997867804
N1	44.7761194029851
N1	44.4207533759773
N1	44.4207533759773
N1	44.3496801705757
N1	44.4918265813788
N1	44.2786069651741
N1	44.5628997867804
N1	44.5628997867804
N1	44.6339729921819
N1	44.6339729921819
N1	44.6339729921819
N1	44.4444444444444
N1	44.4444444444444
N1	44.4444444444444
N1	44.2786069651741
N1	44.136460554371
N1	44.7893569844789
