EPI_ISL_80505|Canine|H3N2|2006.414|Asia|,2006.414,-461,47.4564926372155,1494,1494,45.5823293172691,48.3935742971888
EPI_ISL_80506|Canine|H3N2|2006.581|Asia|,2006.581,-446.8,47.0548862115127,1494,1494,44.578313253012,48.2931726907631
EPI_ISL_80508|Canine|H3N2|2007.293|Asia|,2007.293,-446.5,47.1218206157965,1494,1494,44.9799196787149,48.1927710843374
EPI_ISL_127502|Canine|H3N2|2007.329|Asia|,2007.329,-459,47.0548862115127,1494,1494,44.3775100401606,48.3935742971888
EPI_ISL_129593|Canine|H3N2|2010.745|Asia|,2010.745,-448.9,46.5863453815261,1494,1494,43.3734939759036,48.1927710843374
EPI_ISL_93812|Canine|H3N2|2010.414|Asia|,2010.414,-454.7,46.9210174029451,1494,1494,44.3775100401606,48.1927710843374
EPI_ISL_137602|Canine|H3N2|2012.038|Asia|,2012.038,-439.6,46.3855421686747,1494,1494,43.7751004016064,47.6907630522088
EPI_ISL_151146|Canine|H3N2|2012.713|Asia|,2012.713,-441.1,46.4524765729585,1494,1494,44.1767068273092,47.5903614457831
EPI_ISL_151145|Canine|H3N2|2012.705|Asia|,2012.705,-441.3,46.4524765729585,1494,1494,43.9759036144578,47.6907630522088
EPI_ISL_328525|Canine|H3N2|2017.225|NorthAmerica|,2017.225,-434.9,46.1847389558233,1494,1494,43.1726907630522,47.6907630522088
EPI_ISL_379547|Canine|H3N2|2014.005|Asia|,2014.005,-438.5,46.3186077643909,1494,1494,43.574297188755,47.6907630522088
EPI_ISL_379546|Canine|H3N2|2014.025|Asia|,2014.025,-436.5,46.3186077643909,1494,1494,43.574297188755,47.6907630522088
EPI_ISL_379508|Canine|H3N2|2013.932|Asia|,2013.932,-436.5,46.3186077643909,1494,1494,43.574297188755,47.6907630522088
EPI_ISL_379512|Canine|H3N2|2013.863|Asia|,2013.863,-437.6,46.3855421686747,1494,1494,43.7751004016064,47.6907630522088
EPI_ISL_379509|Canine|H3N2|2013.923|Asia|,2013.923,-435.4,46.1847389558233,1494,1494,43.3734939759036,47.5903614457831
EPI_ISL_379511|Canine|H3N2|2013.921|Asia|,2013.921,-438.7,46.3855421686747,1494,1494,43.7751004016064,47.6907630522088
EPI_ISL_379510|Canine|H3N2|2013.921|Asia|,2013.921,-438.7,46.3855421686747,1494,1494,43.7751004016064,47.6907630522088
EPI_ISL_297934|Canine|H3N2|2015.956|Asia|,2015.956,-441.3,46.4524765729585,1494,1494,44.1767068273092,47.5903614457831
EPI_ISL_297933|Canine|H3N2|2015.956|Asia|,2015.956,-440.8,46.2516733601071,1494,1494,43.574297188755,47.5903614457831
EPI_ISL_285503|Canine|H3N2|2015.899|Asia|,2015.899,-434.3,46.1178045515395,1494,1494,43.3734939759036,47.4899598393574
EPI_ISL_285502|Canine|H3N2|2015.899|Asia|,2015.899,-434.5,46.1847389558233,1494,1494,43.574297188755,47.4899598393574
EPI_ISL_379507|Canine|H3N2|2012.954|Asia|,2012.954,-438.3,46.3186077643909,1494,1494,43.574297188755,47.6907630522088
EPI_ISL_379504|Canine|H3N2|2012.995|Asia|,2012.995,-437.7,46.3186077643909,1494,1494,43.574297188755,47.6907630522088
EPI_ISL_162440|Canine|H3N2|2013.186|Asia|,2013.186,-447.9,46.7871485943775,1494,1494,44.3775100401606,47.9919678714859
EPI_ISL_162438|Canine|H3N2|2012.38|Asia|,2012.38,-443.1,46.7871485943775,1494,1494,44.3775100401606,47.9919678714859
EPI_ISL_162436|Canine|H3N2|2012.276|Asia|,2012.276,-444.2,46.5863453815261,1494,1494,44.1767068273092,47.7911646586345
EPI_ISL_138948|Canine|H3N2|2011.085|Asia|,2011.085,-454.7,46.8540829986613,1494,1494,44.3775100401606,48.0923694779116
EPI_ISL_128938|Canine|H3N2|2011.085|Asia|,2011.085,-447.2,46.7871485943775,1494,1494,43.9759036144578,48.1927710843374
EPI_ISL_329149|Canine|H3N2|2014.085|Asia|,2014.085,-445.3,46.5863453815261,1494,1494,43.9759036144578,47.8915662650602
EPI_ISL_329147|Canine|H3N2|2013.833|Asia|,2013.833,-447.4,46.6532797858099,1494,1494,43.9759036144578,47.9919678714859
EPI_ISL_329148|Canine|H3N2|2014.085|Asia|,2014.085,-447.4,46.6532797858099,1494,1494,43.9759036144578,47.9919678714859
EPI_ISL_329146|Canine|H3N2|2013.833|Asia|,2013.833,-447.4,46.6532797858099,1494,1494,43.9759036144578,47.9919678714859
EPI_ISL_138947|Canine|H3N2|2011.085|Asia|,2011.085,-447.4,46.6532797858099,1494,1494,43.9759036144578,47.9919678714859
EPI_ISL_142881|Canine|H3N2|2011.162|Asia|,2011.162,-445.2,46.5863453815261,1494,1494,43.9759036144578,47.8915662650602
EPI_ISL_93815|Canine|H3N2|2010.247|Asia|,2010.247,-452.5,46.9210174029451,1494,1494,44.578313253012,48.0923694779116
EPI_ISL_93814|Canine|H3N2|2010.329|Asia|,2010.329,-452.5,46.9210174029451,1494,1494,44.578313253012,48.0923694779116
EPI_ISL_93813|Canine|H3N2|2010.329|Asia|,2010.329,-452.5,46.9210174029451,1494,1494,44.578313253012,48.0923694779116
EPI_ISL_93817|Canine|H3N2|2009.915|Asia|,2009.915,-452.5,46.9210174029451,1494,1494,44.578313253012,48.0923694779116
EPI_ISL_93816|Canine|H3N2|2010.162|Asia|,2010.162,-452.5,46.9210174029451,1494,1494,44.578313253012,48.0923694779116
EPI_ISL_309181|Canine|H3N2|2009.712|Asia|,2009.712,-459.1,46.9210174029451,1494,1494,44.3775100401606,48.1927710843374
EPI_ISL_309185|Canine|H3N2|2012.645|Asia|,2012.645,-450.2,46.7871485943775,1494,1494,43.7751004016064,48.2931726907631
EPI_ISL_309183|Canine|H3N2|2012.443|Asia|,2012.443,-448.9,46.8540829986613,1494,1494,43.7751004016064,48.3935742971888
EPI_ISL_309182|Canine|H3N2|2012.355|Asia|,2012.355,-448.9,46.8540829986613,1494,1494,43.7751004016064,48.3935742971888
EPI_ISL_309190|Canine|H3N2|2013.693|Asia|,2013.693,-448.9,46.8540829986613,1494,1494,43.7751004016064,48.3935742971888
EPI_ISL_309189|Canine|H3N2|2013.603|Asia|,2013.603,-448.9,46.8540829986613,1494,1494,43.7751004016064,48.3935742971888
EPI_ISL_309188|Canine|H3N2|2013.433|Asia|,2013.433,-448.9,46.7871485943775,1494,1494,43.574297188755,48.3935742971888
EPI_ISL_170565|Canine|H3N2|2012.844|Asia|,2012.844,-458.3,46.9879518072289,1494,1494,44.3775100401606,48.2931726907631
EPI_ISL_309184|Canine|H3N2|2012.533|Asia|,2012.533,-455.1,46.9210174029451,1494,1494,43.9759036144578,48.3935742971888
EPI_ISL_309187|Canine|H3N2|2012.787|Asia|,2012.787,-452.4,46.7871485943775,1494,1494,43.7751004016064,48.2931726907631
EPI_ISL_309186|Canine|H3N2|2012.71|Asia|,2012.71,-452.4,46.7871485943775,1494,1494,43.7751004016064,48.2931726907631
EPI_ISL_308874|Canine|H3N2|2016|Asia|,2016,-443.5,47.1218206157965,1494,1494,44.578313253012,48.3935742971888
EPI_ISL_284697|Canine|H3N2|2015|NorthAmerica|,2015,-444.8,46.5863453815261,1494,1494,42.9718875502008,48.3935742971888
